L,E1,E2,E3,E4,E5,E6
0.0006250000000000003,-7.170508172285441,0.21231020353118288,0.7061155607181994,1.4736960536982247,2.44618429901841,3.155482814492508
0.0006398592077944362,-7.170508171159222,0.2186477179397899,0.7279489306003091,1.5178126932981937,2.510341224193473,3.1812368694761406
0.0006550716892789179,-7.1705080351212045,0.2252073980405251,0.7505323968686111,1.5632601853065735,2.574643563650464,3.207221673433145
0.0006706458434409141,-7.170508056484972,0.2319985410921434,0.7738933254305637,1.6100671792328756,2.638588024433969,3.2343935908835078
0.0006865902689515753,-7.170508090417841,0.23903089539227018,0.7980599972805608,1.658260493516555,2.701515524204802,3.2637789627917524
0.0007029137689131585,-7.170508137259509,0.24631468428779643,0.8230616188080011,1.7078644784894084,2.7625997437090426,3.296506159831046
0.0007196253557193197,-7.170508043275354,0.2538606315001556,0.848928328820647,1.7589002138668142,2.8208761773842386,3.333794144996555
0.0007367342560309648,-7.170508114809046,0.26167998775672313,0.8756912012492591,1.8113844845544511,2.8753420827396146,3.376865681999013
0.000754249915870394,-7.170508042556528,0.2697845589761802,0.9033822434731441,1.8653284768258411,2.925137191289662,3.426778269865378
0.0007721820058365612,-7.170508140010377,0.2781867357804057,0.9320343880968757,1.920736084488074,2.969753534843311,3.4842218174711075
0.0007905404264443208,-7.17050809044276,0.2868995246809518,0.9616814785925673,1.977601721939623,3.0091677819534888,3.5493946430733385
0.0008093353135906218,-7.170508051813983,0.2959365808153089,0.9923582458893835,2.035907444017747,3.043815095076965,3.622035154710369
0.0008285770441506514,-7.170508024342,0.305312242353642,1.0241002757617634,2.095619161017283,3.0744350741588495,3.701582928231768
0.0008482762417070258,-7.170508008248105,0.3150415666250032,1.0569439642403682,2.156681611895789,3.1018913555941774,3.787365929894163
0.0008684437824151984,-7.17050800375829,0.32514036806057023,1.09092645926771,2.2190116717730755,3.1270442242281784,3.878736006553659
0.0008890908010083086,-7.170508011156645,0.33562525785495567,1.1260855856849168,2.2824894347861107,3.150693888928436,3.9751355524290743
0.0009102286969447949,-7.170508030750619,0.3465136856068365,1.1624597505206962,2.3469463925040417,3.173575949244821,4.076114612079694
0.000931869140702173,-7.170508062839689,0.35782398272851007,1.2000878244276278,2.4121499848807777,3.1963856365451933,4.181322639268291
0.0009540240802204385,-7.170508107779524,0.3695754078381036,1.2390089945465188,2.477784019860388,3.21981503193408,4.290491277214032
0.0009767057474986652,-7.170508165950112,0.381788193994035,1.2792625827212978,2.5434253256747814,3.2445947243770306,4.403416384322706
0.0009999266653484293,-7.170508055868817,0.39448359783531706,1.3208878218511988,2.608519246756814,3.2715343160433203,4.519942525200211
0.0010236996543078046,-7.170508138922571,0.40768395053861944,1.3639235794818012,2.672361059775615,3.3015530734932823,4.639950440196857
0.0010480378397197288,-7.170508050178277,0.4214127106157355,1.4084080208196457,2.7340981199990764,3.3356886739919096,4.763347843726932
0.0010729546589786523,-7.170508159376794,0.4356945182559456,1.4543781890626262,2.7927744283427374,3.3750588590013946,4.89006207320729
0.0010984638689494873,-7.170508092872775,0.4505552514098172,1.5018694928464655,2.847438701465397,3.4207604037661508,5.020035204894738
0.0011245795535629291,-7.1705080369744385,0.46602208296336195,1.5509150651419288,2.897310120936116,3.4737066631669724,5.153220066827405
0.001151316131591354,-7.17050799189007,0.48212353928490714,1.601544970459492,2.941949111441874,3.5344610392415694,5.289577764275484
0.001178688364609597,-7.170508154450955,0.49888955940472685,1.6537852102539214,2.981348127020003,3.60314884247477,5.429075845292905
0.001206711365144987,-7.170508133687475,0.5163515548457748,1.7076564769634661,3.015894167010658,3.6794982094038073,5.571687386919231
0.0012354006050211417,-7.170508124482373,0.5345424691956918,1.7631725688346582,3.0462336074905685,3.7629767361926403,5.717390231744448
0.0012647719239001513,-7.170508127109748,0.5534968373323855,1.8203383801005013,3.073119310892106,3.8529478071998984,5.866167074574299
0.001294841538027834,-7.170508141846188,0.5732508433338733,1.879147320452828,3.097297640698949,3.948786419950792,6.0180057278200145
0.00132562604918691,-7.170508169016418,0.593842376348377,1.9395779880993236,3.119450660684292,4.049940581477696,6.172899739551731
0.0013571424538630465,-7.170507997456689,0.6153110835145239,2.0015898588463505,3.1401809913013903,4.155951125725943,6.330849323313778
0.0013894081526288093,-7.170508047501906,0.637698418559285,2.0651176602253996,3.1600203340274793,4.2664479991928035,6.491862220814803
0.0014224409597507223,-7.170508110907518,0.6610476852564723,2.1300640670116557,3.179450795472071,4.38113755231962,6.6559552449938995
0.0014562591130247268,-7.170507969266616,0.685404073524401,2.1962901813202595,3.1989291028581417,4.499787207573128,6.823155450994362
0.0014908812838454874,-7.170508057174034,0.7108146864405143,2.263603256536725,3.2189121339627618,4.622211480785945,6.993501272728971
0.0015263265875150817,-7.1705081596230835,0.7373285566251052,2.331741256133639,3.2398848656719483,4.748260908762541,7.167044208992476
0.0015626145937967758,-7.170508049561614,0.7649966484912984,2.4003540717619924,3.262387665341113,4.877812969447713,7.343849860300975
0.0015997653377197267,-7.170507949427746,0.7938718436121828,2.4689823705550964,3.287043936393471,5.010765250247247,7.52399880487437
0.001637799330640548,-7.170508090249083,0.8240089062409607,2.5370373233261834,3.3145859807048774,5.147030628798227,7.707587548116216
0.0016767375715678711,-7.170508012138446,0.8554644244937457,2.6037884885853595,3.3458716813008844,5.286533956249925,7.894729353308202
0.001716601558756135,-7.170507944416938,0.8882967215087472,2.668372478332463,3.381877510941364,5.429209375835365,8.08555395225817
0.0017574133015750308,-7.170508126826785,0.9225657322559515,2.7298400522613853,3.423654221836583,5.574999048615721,8.280207669660667
0.0017991953326611271,-7.170508082682912,0.9583328390356161,2.787255055531697,3.4722302433622367,5.7238526423186515,8.478853301475471
0.0018419707203583926,-7.170508049595541,0.9956606557142141,2.8398370451621173,3.52846892921273,5.875726847624066,8.68166866244703
0.001885763081454508,-7.170508027766891,1.034612754125249,2.887106008941438,3.592925678458836,6.030585985079165,8.888845847742559
0.001930596594219963,-7.170508017430055,1.075253318946022,2.928965152523184,3.665765669847277,6.188402687627314,9.100589675408264
0.0019764960117571546,-7.170508018854837,1.1176467180729437,2.965682247282742,3.746783138761701,6.349158938310698,9.317115978457194
0.002023486675666872,-7.170508032319944,1.1618569713978903,2.9977864707708903,3.835505107922128,6.512847321430743,9.538649703868558
0.0020715945300396844,-7.170508058126433,1.2079470973258217,3.02593682747501,3.931323545697929,6.679472408249661,9.765422886925437
0.0021208461357799667,-7.170508096610908,1.2559783112187717,3.0508125302466658,4.03360563223821,6.849052199086179,9.997672574721879
0.0021712686852704962,-7.17050814814197,1.3060090437272236,3.0730456204134975,4.141761918510224,7.021619544654372,10.235638774151406
0.0022228900173856757,-7.170507942775803,1.3580937390287116,3.0931918602028983,4.255276706042441,7.197223581377623,10.479562692437906
0.0022757386328616934,-7.1705080174424545,1.4122813767157574,3.1117255936763266,4.373713284156081,7.37593045685894,10.729684178191366
0.002329843710032121,-7.170508106195691,1.4686136623214747,3.1290494345145934,4.496707602522655,7.557824894131396,10.986241290963154
0.002385235120937604,-7.170507929615647,1.527122787480312,3.145507402440317,4.6239564174908825,7.743010544272207,11.249468481880058
0.0024419434478185637,-7.17050804321999,1.587828651180742,3.1613989073881483,4.755205072598577,7.931609871480875,11.519594880036886
0.002499999999999999,-7.1705078861866305,1.6507354158191054,3.1769943324050707,4.890237620701978,8.123765015123878,11.796845190105568
